Star Rating,Review Text,Word Count
1,Покупателей (цензура) только в путь.,5
1,"Новые магазины отличные, старые заброшены",5
1,Продают заведомо не качественный товар,5
1,Пятерочка у метро Строгино ужасна.,5
1,"Пятерочка не выручает, а обманывает",5
1,"Не магазин, а какой-то табор.",5
1,Впечатление от посещения магазина -ОТВРАТИТКЛЬНОЕ!,5
1,Лучше сходить в другой магазин,5
1,Недостатки маркетинга и акционной политики,5
1,"Пропадают баллы, поддержка не решает",5
1,"тем, кто работает в пятерочке",5
1,Недопустимое отношение работников к работе,5
1,не хорошие люди - уУРОДЫ,5
1,Акция !Стильные ножи! Не ведитесь,5
1,Воруют баллы с карты лояльности,5
1,Пятерочка Москва врут с промокодом,5
1,Один минус перечеркивает все плюсы,5
1,Лохотрон в 5-ке с картой,5
1,"Халатное отношение к проведению ""акций""",5
1,"Впечатление, что меня пытались обмануть",5
1,Больше не хочеться посещать пятерочку,5
1,Акции сети Пятерочки - развод!,5
1,Вы что в корень [цензура],5
1,Отвратительная работа доставки и операторов,5
1,одна из самых ужасных компаний,5
1,"Обман людей, законы не соблюдают",5
1,"Худший персонал, не ходите сюда",5
1,Это потеря времени и нервов,5
1,всегда текучка и новые вакансии),5
1,"Просроченные продукты, тухлые битые яйца",5
1,Не слабо обсчитывают каждого !,5
1,Москва Карамышевская наб. Д. 58,5
1,Приложение Пятерочка доставка сайт мошенников,5
1,"Пятерочка ""выручает"": лохотронище на 5+",5
1,Наихудшее впечатление о данном предприятии,5
1,"Не выдали чек, присвоили бонусы!",5
1,"Новый магазин, все еще новое.",5
1,С каждым днём всё хуже,5
1,Порядка нет и не будет.,5
1,Ужасное грабительское отношение к покупателю.,5
1,отвратительные магазины в большинстве случаев,5
1,Раз на раз не приходится,5
1,"Отвратительные программа лояльности, сервис, обслуживание",5
1,Наплевательское отношение к своим клиентам,5
1,Не покупайте подарочные карты пятёрочка,5
1,Несоблюдение санитарных правил при пандемии.,5
1,общее впечатление на оценку три,5
1,Вчера купили кашу вместо молока,5
1,Обманывают с баллами на ДР!,5
1,свинское отношение руководства и сотрудников,5
1,Обман и мошенничество с картами,5
1,Несоответствие ценников и реальной цены,5
1,Мошенничество с карточками магазина Пятёрочка,5
1,Новых кассиров нужно правильно обучать,5
1,Пропадают бонусы на выручай карте.,5
1,Полный трэш в ростовской пятерочке,5
1,Удивительное Хамство сотрудника магазина Пятерочка,5
1,Не рукомендую данное место работы,5
1,Схемы обмана покупателей с ценами,5
1,Купили тортик по акции. Ужас,5
1,"Нарушает законодательство РФ. Роспотребнадзор, ау!",5
1,Как всегда никто не работает,5
1,Крайне возмущен подобным отношением ...,5
1,Просто дурят народ с акциями,5
1,"Акция с ""Лего"" -очередной развод",5
1,Директор магазина хамит своим покупателям,5
1,"Не в деньгах счастье,а в...",5
1,"Нарушают закон, не боятся ответственности",5
1,Мне не нравиться этот магазин,5
1,приятного аппетита и доброе утро,5
1,Обман с ценниками и антисанитария,5
1,Халатное отношение к покупателям !,5
1,"Несвежие продукты, дошло до отравления.",5
1,отвратительная магазины. полный развод покупателей,5
1,"Читаем, ведь я сотрудник Пятерочки!",5
1,Не возвращают деньги на карту.,5
1,Лучше ходить в другие супермаркеты...,5
1,"УЖАСНОЕ, Не компентентное, обман один...",5
1,"Хамское отношение, быдло на кассе",5
1,"Ужасно, обходите это место стороной",5
1,"Ужасно плохо, Ульяновск Минаева д.3",5
1,"раньше любила, а теперь разочаровалась",5
2,"Эконом магазин, но много просрочки.",5
2,Очень неуважительное отношение к покупателям,5
2,Хамское отношение администрации магазина Пятерочка,5
2,Хамское и непрофессиональное отношение охранников,5
2,"так себе,в других магазинах получше",5
2,Полка с булками: мое разочарование,5
2,Жадные и мелочные маркетинговые ходы,5
2,Сеть магазинов сдала свои позиции,5
2,"Качество продукции испортилось, цены поднялись",5
2,После этой ситуации впечатление плохое.,5
2,Ужасное обслуживание персонала магазина Пятёрочка,5
2,"Выдали карту, которую невозможно активировать",5
2,После посещения магазина портится настроение,5
2,Директор забрал деньги и убежал.,5
2,Не однозначное отношение к магазину,5
2,Как будто попал в 90е,5
2,[цензура]с ценниками. [цензура]с возвратом товаров.,5
2,Стараюсь больше туда не ходить,5
2,Решением проблем никто не занимается,5
2,"Магазин, неплохой. Персонал пьяное хамло.",5
2,Несоответствие ценников и реальных цен.,5
2,Когда начнёте следить за ценниками?,5
2,"Магазин грязный, и некачественные товары",5
2,Лучше бы вас не было!,5
2,"Когда-нибудь, я таки начну скандалить!",5
2,Заведомо ложная информация на ценниках,5
2,при крайней необходимости можно сходить,5
3,За мелочами можно сюда зайти,5
3,ужасное отношение к своим клиентам!,5
3,Становится всё хуже и хуже!,5
3,Завышена цена на рыбный продукт,5
3,Портится настроение от таких магазинов,5
3,"Обычный магазин, но много лохотрона",5
3,Рядом нет и слава богу...,5
3,Неожиданная отмена бонусов в Пятерочке.,5
3,Просто кошмарное отношение к сотрудничеству,5
3,Неоднозначное впечатление от данных магазинов,5
3,На безрыбьи и рак рыба,5
3,"Нормальная сеть, но бывает просрочка.",5
3,"""Пятерочка"" - всё для людей...",5
3,Двойной обман с детскими монетками,5
3,"Пользуюсь, если что-то по-быстрому купить.",5
3,С горки да по ухабам...,5
3,Непредсказуемо изо дня в день,5
3,Котегоричкски отношусь отрицательно к пятёрочке,5
3,"Среднее качество, но невысокие цены.",5
3,Раз на раз не приходится,5
3,Надо срочно переименовываться в троечку,5
3,"Просрочки в магазинах ,нет ротации",5
3,"Разонравился, захожу в редких случаях",5
3,Иногда приходится экономить и терпеть.,5
3,"неплохие магазины, но лучше магнита",5
3,"Удобно, что рядом с домом",5
3,"Неплохой магазин, но иногда обсчитывают",5
3,ремонт на пользу не пошел,5
3,Испорченные продукты как визитная карточка,5
3,Обычный продуктовый магазин возле дома,5
3,Проблема с выпечкой и пространством,5
3,Всё бестолково и плохой сервис,5
3,Не плохо но можно лучше,5
3,Есть свои плюсы и минусы!,5
3,Магазин всеже не очень хороший,5
3,Один из самых неоднозначных магазинов.,5
3,"Удобное место, хороший ассортимент.Большие очереди.",5
3,Бюджетный магазин на каждом углу,5
3,стараюсь избегать посещений этого магазина,5
3,"Неплохой магазин, но есть минусы.",5
3,Не комфортно и не экономия,5
3,воруют баллы с карты Выручайка,5
3,Магазин не плохой для покупок,5
3,Если пользоваться Едадилом магазин хороший,5
3,"Хорошо, что рядом с домом.",5
3,Не стоит верить программе лояльности,5
3,нормальный магазин если директор нормальный,5
3,Могло бы быть и хуже,5
3,"Есть и есть, пусть стоят",5
3,"Очереди, медленное обслуживание,плохое качество продукции",5
3,Лучше ходить за чем-нибудь определённым,5
3,Когда нужно купить по быстрому,5
4,Много зависит от администрации магазина,5
4,За чаем хожу и шоколадками,5
4,Удобное расположение и оптимальный ассортимент,5
4,Приятные новогодние акции в Пятерочке,5
4,Удобный магазин. Недалеко от дома,5
4,Хороший универсам с демократичными ценами,5
4,"дешево и сердито! Скорее, сердито:)",5
4,"Большая чистая провинциальная "" Пятерочка""",5
4,Неплохой магазин для ежедневных покупок,5
4,Не проверил. Обсчитали на кассе,5
4,В последнее время очень неплохо.,5
4,Хороший магазин с выгодными товарами,5
4,МСК ул Зарайская нормальная петерочка,5
4,Не плохой магазин среднего класса,5
4,"может быть, лучшая из эконом-класса",5
4,Хороший магазин с приятными ценами,5
4,Хороший магазин и свежие товары,5
4,Рядом с домом. Хороший персонал,5
4,Стандартный для этой сети магазин.,5
4,Всегда вежливые продавцы к покупателям.,5
4,Симпатичный магазин стал после ремонта.,5
4,"Люблю его, мне всё нравится",5
4,Неплохой супермаркет на каждый день,5
4,В целом не плохой магазин,5
4,"Хорошее разнообразие, качество на уровне",5
4,"Рядом с домом, бывает выгодно",5
4,Раз на раз не приходится.,5
4,все магазины разные по качеству,5
4,фокусы с ценниками и ассортиментом,5
4,Очень дёшево и много скидок,5
4,Вполне не плохая сеть магазинов,5
4,В наше время лучшая сеть,5
4,Хороший магазин с доступными ценами.,5
4,не плохой как только открылся,5
4,Для повседневных покупок хороший магазин.,5
4,"Растущая сеть, в интересах покупателя",5
4,Хороший магазин рядом с домом.,5
4,Последнее время радует +полезный совет,5
4,Ребрендинг не в пользу клиенту,5
4,Удобный формат магазина у дома,5
4,"Много выгодных акций, мало сотрудников.",5
4,Во всех пятёрках разные цены,5
4,Сеть Магазинов недалеко от дома,5
4,"Новый магазин,знакомство со стилем работы!",5
5,НЕ ДОВЕРЯЙТЕ КАМЕРАМ ХРАНЕНИЯ !,5
5,удобный магазин в шаговой доступности,5
5,"Лучше чем ""Пятерочка"" и ""Магнит""",5
5,"адекватные, вежливые и отзывчивые продавцы.",5
5,Отличный магазин с доступными ценами,5
5,На данный момент мой фаворит,5
5,Хороший магазин в шаговой доступности.,5
5,"Все хорошо, магазин 24 часа.",5
5,Всегда можно купить хорошие продукты,5
5,Магазины Пятерочка. Отличная сеть магазинов.,5
5,Ну самая любимая сеть магазинов.,5
5,"Отличный магазин, пользуюсь только им",5
5,"Доступные цены, хороший выбор товаров,скидки",5
5,"Все отлично, качество супер !",5
5,Эроший магазин рядом с домом,5
5,Очень нравится сеть магазинов Пятерочка,5
5,В общем то неплохой магазин.,5
5,Любимый магазин из всех розничных,5
5,Магазин с очень большой буквы.,5
5,Удобный магазин рядом с домом,5
5,Отличный магазин для семейных покупок.,5
5,Отличный магазин рядом с домом,5
5,Всегда играет музыка у них,5
5,"Гораздо лучше , чем было)))",5
5,Отличный магазин для ежедневных покупок,5
5,Обычный среднестатистический магазин у дома,5
5,Хорошая альтернатива зажравшимся местным магазинам.,5
5,"Замечательный магазин, не чета городским.",5
5,Супер магазин с программой лояльности,5
5,"Замечательный магазин, сюда хочется приходить!",5
5,"нравится, хороший магазин, много акций",5
5,Дарят подарки в виде бонусов,5
5,"Магазин на Ильюшина 2, преобразился.",5
5,Лучший магазин в своей категории,5
5,Хороший магазин с доступными ценами.,5
5,Один из лучших народных магазинов,5
5,Любимый магазин рядом с домом),5
5,Просторный магазин всегда приятные цены.,5
5,Очень удобный и доступный магазин.,5
5,Удобный магазин формата ''у дома'',5
5,Отличный бюджетный магазин (эконом класса),5
5,Мне очень нравиться этот магазин,5
5,Хороший магазин с свежими продуктамм,5
5,"""Пятерочка"" - выгодная торговая сеть",5
